file_name,X3,X4,X5,X6,species,temperature,replicate,cell_density,start_time,cell_volume,begin.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
flowcamdata/summaries_mix_310517/nm2-10-3_summary,NA,NA,NA,NA,nm2,10,3.lst,12832.0,2017-05-31T12:48:22Z,433.56,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 12:48:22 UTC,50.07525462962963,1201.806111111111,5563441.92
flowcamdata/summaries_mix_310517/nm2-10-4_summary,NA,NA,NA,NA,nm2,10,4.lst,13601.0,2017-05-31T12:49:48Z,922.8,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 12:49:48 UTC,50.07625,1201.83,12551002.799999999
flowcamdata/summaries_mix_310517/nm2-10-5_summary,NA,NA,NA,NA,nm2,10,5.lst,12652.0,2017-05-31T12:51:25Z,453.49,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 12:51:25 UTC,50.07737268518518,1201.8569444444445,5737555.48
flowcamdata/summaries_mix_310517/nm2-17-1_summary,NA,NA,NA,NA,nm2,17,1.lst,5467.0,2017-05-31T14:01:02Z,439.18,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:01:02 UTC,50.12571759259259,1203.0172222222222,2400997.06
flowcamdata/summaries_mix_310517/nm2-17-2_summary,NA,NA,NA,NA,nm2,17,2.lst,7049.0,2017-05-31T14:02:35Z,451.26,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:02:35 UTC,50.126793981481484,1203.0430555555556,3180931.7399999998
flowcamdata/summaries_mix_310517/nm2-17-3_summary,NA,NA,NA,NA,nm2,17,3.lst,7275.0,2017-05-31T14:04:20Z,460.89,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:04:20 UTC,50.12800925925926,1203.0722222222223,3352974.75
flowcamdata/summaries_mix_310517/nm2-17-4_summary,NA,NA,NA,NA,nm2,17,4.lst,5603.0,2017-05-31T14:05:54Z,444.49,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:05:54 UTC,50.12909722222222,1203.0983333333334,2490477.47
flowcamdata/summaries_mix_310517/nm2-17-5_summary,NA,NA,NA,NA,nm2,17,5.lst,8721.0,2017-05-31T14:07:20Z,499.89,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:07:20 UTC,50.13009259259259,1203.1222222222223,4359540.6899999995
flowcamdata/summaries_mix_310517/nm3-10-1_summary,NA,NA,NA,NA,nm3,10,1.lst,6629.0,2017-05-31T13:06:05Z,1048.7,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:06:05 UTC,47.08755787037037,1130.1013888888888,6951832.300000001
flowcamdata/summaries_mix_310517/nm3-10-2_summary,NA,NA,NA,NA,nm3,10,2.lst,7694.0,2017-05-31T13:07:34Z,964.18,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:07:34 UTC,47.08858796296296,1130.1261111111112,7418400.92
flowcamdata/summaries_mix_310517/nm3-10-3_summary,NA,NA,NA,NA,nm3,10,3.lst,7275.0,2017-05-31T13:09:02Z,982.42,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:09:02 UTC,47.08960648148148,1130.1505555555555,7147105.5
flowcamdata/summaries_mix_310517/nm3-10-4_summary,NA,NA,NA,NA,nm3,10,4.lst,6552.0,2017-05-31T13:10:29Z,1007.94,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:10:29 UTC,47.09061342592592,1130.1747222222223,6604022.880000001
