Temperature,run,term,estimate,std.error,statistic,p.value
22,38,umax,2.471797922917512,0.08982854031010261,27.516843916025653,1.1862737469866975e-6
22,39,ks,0,0.8247241123870027,0,1
22,39,umax,2.2466273332584925,0.07571100419852388,29.673722559108448,8.150301622099737e-7
22,40,ks,2.666447574505758,1.1955486026074904,2.2303129865989875,0.07613509059860923
22,40,umax,2.626326740049691,0.09679724219099453,27.132247578578532,1.2722569725580904e-6
22,41,ks,2.677950013940556,1.2086144738717948,2.2157189673244164,0.07754457616909423
22,41,umax,2.6285994214981976,0.09783648273175266,26.867272290493844,1.3358612328447489e-6
22,42,ks,1.7374121397947173,1.2656977484040495,1.3726911831718627,0.22821844642018296
22,42,umax,2.6346727446135825,0.11240871295652896,23.438332094705782,2.631705184583399e-6
22,43,ks,3.116470675309216,1.6590092581736433,1.8785131306259564,0.1191039089268725
22,43,umax,2.6042233439998683,0.1279120671417635,20.359481338954804,5.288221453760728e-6
22,44,ks,0,1.4961558257456495,0,1
22,44,umax,2.4248128368366193,0.14824303614863155,16.35701008177849,1.557930532740458e-5
22,45,ks,2.3969557887664887,1.4111827258220604,1.6985438844357899,0.15015839647572998
22,45,umax,2.660493210248257,0.11868059715219846,22.417255002823968,3.282287483097505e-6
22,46,ks,0.24955393159462527,1.4676241365939686,0.17003940271368445,0.8716451874534922
22,46,umax,2.4970462617439955,0.14532468870579293,17.182533016115507,1.2224612711638533e-5
22,47,ks,0.35434310620283616,1.229255803615029,0.2882582332829134,0.784716334851573
22,47,umax,2.3400363476495962,0.11266925825040326,20.769075646605856,4.79171288429694e-6
22,48,ks,2.861796287223453,1.3583301616540397,2.1068488118813775,0.08897676991256442
22,48,umax,2.640990425123023,0.1086433096753253,24.308817846358703,2.196050385631668e-6
22,49,ks,2.4878385701208487,1.2028896871777532,2.068218388302814,0.09345111761748427
22,49,umax,2.6532606079950387,0.10003139922996634,26.524277661010693,1.4239500075784325e-6
22,50,ks,0,1.5467488020682374,0,1
22,50,umax,2.4151870618418667,0.15264755208249817,15.821983575187515,1.8348008060275176e-5
22,51,ks,2.2291622228280388,1.1799017453704241,1.8892778416292662,0.11746888457288197
22,51,umax,2.4810222389230434,0.09402356028394591,26.387239872969015,1.4610811662662173e-6
22,52,ks,2.681280291745462,1.2053518072002638,2.224479422296979,0.07669518561362629
22,52,umax,2.6280242065946764,0.09752123818662867,26.948224360783495,1.3160332785854507e-6
22,53,ks,2.8491186962882598,1.3265117074537294,2.147827780394951,0.08447673567091145
22,53,umax,2.626578637081443,0.10564007042832917,24.863469197168214,1.963349036771429e-6
22,54,ks,3.473620672780639,1.1890499519154534,2.9213412499491263,0.032962357936500604
22,54,umax,2.655385677548865,0.09063438731663223,29.29777269053793,8.684105255391507e-7
22,55,ks,2.6724767912495535,1.1979012361711148,2.2309658847933624,0.07607267654673351
22,55,umax,2.6267716373870664,0.09695048647195019,27.093950045800405,1.2812217500090432e-6
22,56,ks,3.308819187605393,1.298462302272323,2.548259723686182,0.05137470073109333
22,56,umax,2.6784337317106077,0.10125407974052056,26.452600611990288,1.4432283456070768e-6
22,57,ks,3.0347811356107615,1.3945012053488184,2.176248485100195,0.08149779834600615
22,57,umax,2.6426787295884515,0.10989559801730298,24.047175476240312,2.3172359803832986e-6
22,58,ks,3.2419735460489894,1.165670999894879,2.7812080306890645,0.03884653463710134
22,58,umax,2.672987799563433,0.09124125534853003,29.295824453016984,8.686978859380515e-7
22,59,ks,2.4272758915497996,1.1961956693256839,2.0291629152261494,0.09821593262188383
22,59,umax,2.6378746313774757,0.09946067391341075,26.521785220095907,1.4246151768052968e-6
22,60,ks,2.4858430006662453,1.203286501601781,2.065877908010404,0.09372970540781611
22,60,umax,2.65532857638513,0.10016106030847056,26.510587729476846,1.4276081025148248e-6
22,61,ks,3.4903929871113175,1.2117430658852206,2.880472837334921,0.034568997685278886
22,61,umax,2.653051210173828,0.0921514292885554,28.79012545607168,9.473022302527549e-7
22,62,ks,0,1.0323533068958142,0,1
22,62,umax,2.4146816060262983,0.10186089677750143,23.705677864792197,2.4876953347185268e-6
22,63,ks,3.61427507844346,1.3172504897960902,2.7438024175667213,0.04060809957735956
22,63,umax,2.6671603503566117,0.09965926710926848,26.762793142280305,1.3619838339048133e-6
22,64,ks,0.5696838147648797,1.297676486140099,0.4390029570924782,0.6789817963516028
22,64,umax,2.5458878178696334,0.12622190558886087,20.169936478080782,5.538740586096915e-6
22,65,ks,2.9804927494743287,1.205362500431044,2.4726941052243525,0.056343655384737776
22,65,umax,2.634434374817191,0.09515184997099123,27.686633266934336,1.1505406006265568e-6
22,66,ks,3.4562383862310933,1.1786439794399894,2.932385390771911,0.0325425955463194
22,66,umax,2.65323229859632,0.08990133760645487,29.512712149077295,8.373957078614114e-7
22,67,ks,1.519809443681869,1.14149606149757,1.331418911501084,0.24052318922998012
22,67,umax,2.4536041525049397,0.09652734104622347,25.418747951733145,1.7593739725595191e-6
22,68,ks,2.5539725695053463,1.2543036579521882,2.0361676802210993,0.09734294108680264
22,68,umax,2.654493642905271,0.10371474997444233,25.59417675460239,1.7002812776116783e-6
22,69,ks,2.786407641528936,1.308152509146675,2.130032715639972,0.08640055440466336
22,69,umax,2.641762962570875,0.10537648455183649,25.06975796171438,1.8844206293825898e-6
22,70,ks,1.2392048755022889,1.5962728951707927,0.7763114184618793,0.47267095686746896
22,70,umax,2.45232192288172,0.1389315133988466,17.651300722835707,1.0705340701399423e-5
